Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.608575508603273	0.367116843000001
		0.608575508603273	0.247518922777781
		0.608575508603273	0.109675433611111
		0.608638982972218	0.462929727777778
CLASRP	11129	0.608638982972218	0.259319823444444
TMEM86B	255043	0.608638982972218	-0.311212495611111
EID3	493861	0.608638982972218	-0.320560771722223
		0.608638982972218	0.662993824555557
UNC13B	10497	0.608638982972218	-0.307083608666667
CRYM-AS1	400508	0.608638982972218	-0.369604730666667
ADAMTSL2	9719	0.608642954811663	-0.260925846666667
FLJ44874	399990	0.60875529157155	-0.341140526277778
NOXO1	124056	0.60885661584642	0.230911948833333
RCAN3	11123	0.60885661584642	0.335068927777779
ZBTB24	9841	0.608882345901369	-0.287724497444445
HTR1D	3352	0.608904314349468	0.274351337111113
		0.608904314349468	0.265323497111112
KNOP1	400506	0.608904314349468	0.460301549388889
		0.608904314349468	0.110852337111112
		0.608904314349468	-0.120910373944444
ABCB7	22	0.608904314349468	-0.2719233125
GABRA1	2554	0.608938004620021	0.214827478666667
VNN3	55350	0.609020088149404	0.370112841833333
HECTD4	283450	0.609020088149404	0.276514834611111
		0.609020088149404	0.370403204444446
PSENEN	55851	0.609020088149404	0.426740916944446
		0.609020088149404	0.312536299444445
		0.609020088149404	-0.457741786722222
HEPACAM	220296	0.609020088149404	0.280588476388889
		0.60917443825226	0.164612573166667
RNF141	50862	0.609178997361757	0.323659716888887
SUGP1	57794	0.609384083729733	-0.300769817444445
TRPM6	140803	0.609384083729733	-0.189105597444445
		0.609469239695886	0.219634648888889
TENM1	10178	0.609506513885376	0.411193510777776
TSSK6	83983	0.609544258314595	0.265881651166667
VAX1	11023	0.609544258314595	-0.300183460333333
ARHGAP44	9912	0.609547237277605	0.201070360722222
SLC51A	200931	0.609547237277605	0.271481502499999
ARRDC2	27106	0.609547237277605	-0.313124871444447
DRD5	1816	0.609547237277605	-0.377735860333335
MAZ	4150	0.609547237277605	-0.306914528499998
PRSS1	5644	0.609547237277605	-0.245816022277779
AKR1D1	6718	0.609547237277605	0.155255649722223
		0.609548730580195	0.758563575999998
CEP95	90799	0.609548730580195	-0.298153434
DYNC2LI1	51626	0.609548730580195	0.308950313111112
		0.609664120310958	-0.281769899666666
LOC440934	440934	0.609735290589754	-0.272133174222223
		0.609735290589754	-0.359089496555555
DNAH3	55567	0.60979129616156	-0.137889381444445
TMEM223	79064	0.609872049897281	0.433694455777777
DDT	1652	0.610089471515584	-0.47185897877778
SLC4A10	57282	0.610168781639986	0.315721195444442
		0.610172958299908	0.619457462722222
		0.610172958299908	0.1927565625
RPS3A	6189	0.610172958299908	-0.153514158333328
ANKMY1	51281	0.610172958299908	0.246954621222224
CMA1	1215	0.610172958299908	0.188233888055556
SLCO5A1	81796	0.610172958299908	-0.432737485944446
PHOX2B	8929	0.610172958299908	-0.202430587666668
SKIDA1///SKIDA1///LOC219688	387640///387640///219688	0.610172958299908	0.34086659077778
VN1R3	317702	0.610172958299908	-0.23689013488889
SNX33	257364	0.610213642678239	0.231292424611111
PRSS12	8492	0.610213642678239	0.257639286111111
		0.610213642678239	-0.26006700538889
GLRB	2743	0.61034935290191	-0.246667981888889
		0.610375173092449	-0.372344515277776
KERA	11081	0.610375173092449	-0.211583692388889
		0.610708494076326	-0.471636203055555
BTBD10	84280	0.61074185617963	-0.299440324222224
		0.610793333983895	0.256822303888887
		0.610793988686832	-0.1834372035
		0.610842342005293	-0.432423321388889
ZFP41///GLI4	286128///2738	0.610897345437103	-0.243260821666667
CFAP47	286464	0.610897345437103	0.221425445
POM121C///POMZP3///POM121	100101267///22932///9883	0.610897345437103	0.421078910333332
HLA-F///HLA-B	3134///3106	0.610960742351536	-0.72638531811111
PHYHIPL	84457	0.611114806445445	-0.213026887944443
SLCO1C1	53919	0.611291533026512	-0.168410857333333
PPM1G	5496	0.611291533026512	0.228275855055554
PPP1R16B	26051	0.611331690173049	0.351369980555553
HLA-DPB1	3115	0.611331690173049	-0.658508660222223
		0.611331690173049	0.257124381888889
NPTX1	4884	0.611360357974001	0.233733572055556
RASGEF1A	221002	0.611429783447662	-0.320033521833333
PIEZO1	9780	0.611479384825285	-0.233696857222226
POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH	102724631///102723502///100996331///100288966///100287399///728378///653781///641455///445582///440915///404785///388468///317754///23784	0.61149460295318	0.293825186833333
ANGEL2	90806	0.611535103310579	0.239536637666665
FMR1	2332	0.611535103310579	-0.298641914111111
		0.611535103310579	-0.786612121388893
MSRB1	51734	0.611612573586043	-0.291542353555556
TSPAN1	10103	0.611676208374094	-0.228507194222223
CAPN6	827	0.611691774783515	0.220097972388888
MIR95	407052	0.611691774783515	0.12301739561111
MOXD1	26002	0.611799691929424	0.214276092055556
		0.611878003194053	-0.279275534611116
		0.612048552921836	0.947233350166666
C20orf181	100128998	0.612048552921836	-0.215431404777775
		0.612048552921836	-0.262306918277779
TMC2	117532	0.612048552921836	-0.203958263555556
SLC25A3	5250	0.612048552921836	-0.146962789722219
XPC	7508	0.612048552921836	-0.325766989166667
ARFGAP2	84364	0.612048552921836	-0.380778649611109
DSN1	79980	0.612048552921836	0.513986876388889
OR2Y1	134083	0.612048552921836	-0.199719475888888
TBCD	6904	0.612048552921836	0.189303168444442
		0.612065682155594	-0.928097532444447
NACAD	23148	0.612065682155594	-0.234026852611111
		0.612110843195653	-0.464410700888889
FSHB	2488	0.612110843195653	0.222809331
WNT10B	7480	0.612110843195653	0.273526601055556
ELK4	2005	0.612253462198123	0.418930916944446
		0.612326788952799	-0.218235833222223
ZNF320	162967	0.61236334322778	-0.5002792765
ZNF81	347344	0.612395053422629	0.258730686277777
OPA1	4976	0.612410737588854	0.23360191566667
HBZ	3050	0.612454899814277	0.295217897277779
DENND5B	160518	0.612454899814277	-0.274693290166668
		0.612454899814277	-0.228790117388889
CXorf65	158830	0.612454899814277	0.484837349777777
		0.61245681970562	0.253359213388888
		0.612512345114981	-0.279965289999998
RTP5	285093	0.612512345114981	-0.21132819138889
PRADC1	84279	0.612603077303168	-0.487777077055556
		0.612713866492077	0.224725822611112
ERI2	112479	0.612790794958237	0.324703966444443
TIMM23B///TIMM23	100652748///100287932	0.612880534084973	0.339770721277779
TULP3	7289	0.612880534084973	0.511134814722221
ROBO2	6092	0.612943114366285	0.178160198333333
SNRPD2P2	645339	0.612967642334188	0.197482529333333
RBM10	8241	0.613123583672993	-0.187528471388888
REEP3	221035	0.613219453395691	0.55687519861111
OPN1SW	611	0.613219453395691	-0.224940042888889
		0.613233488883416	-0.329354795944444
PQLC2L	152078	0.613233488883416	0.197051682000001
		0.613233488883416	0.561441724277779
		0.613233488883416	-0.249485834111111
STARD7	56910	0.613233488883416	0.202136096444448
		0.613233488883416	0.387169191277776
SLC39A13	91252	0.613233488883416	0.239005646333337
C3orf22	152065	0.613233488883416	-0.190451332666667
		0.613233488883416	-0.601149330833334
TBR1	10716	0.613233488883416	-0.246523271888889
		0.613233488883416	0.363117224166666
NTRK2	4915	0.613233488883416	-0.178536976444446
		0.613233488883416	-0.192889433444445
OPRPN	58503	0.613233488883416	0.195433587444445
		0.613233488883416	-0.275530879666666
TARS	6897	0.613407386554475	-0.529468624222226
TRABD2A	129293	0.613448025155193	0.221655678666669
ATAD5	79915	0.613454466685527	0.352939396999999
CYP4F3	4051	0.613454466685527	0.347829443777776
HOXA13	3209	0.613602843594737	0.329144842833332
		0.613631967260393	-0.128741694888889
		0.613663115152081	-0.227102043333334
		0.613663115152081	0.295683050888889
		0.613663115152081	0.527415445222224
		0.614414768374732	-0.344790909333334
CCDC86	79080	0.61443063813958	0.242204537555555
		0.61443063813958	0.243942042833333
MS4A12	54860	0.61443063813958	-0.178934326166667
TRIM31	11074	0.61443063813958	0.3262086345
RPL29	6159	0.61443063813958	0.322926324833333
		0.61443063813958	0.103292662333334
SUV39H2	79723	0.61443063813958	-0.353935250777777
CPSF6	11052	0.61443063813958	-0.261095771833332
OR7E24	26648	0.61443063813958	-0.187094208555556
		0.61443063813958	-0.427066990722223
PDXP	57026	0.614465969628136	-0.250919300222221
RAD9A	5883	0.614465969628136	-0.189454871833331
LOC392364	392364	0.614465969628136	-0.380204429777776
HINT3	135114	0.614465969628136	-0.381580206888885
		0.614563434367204	-0.540246649055558
MROH9	80133	0.614563434367204	0.146765632222223
STAC2	342667	0.614563434367204	0.291255782555555
CARTPT	9607	0.614563434367204	-0.260064947333333
		0.614563434367204	0.162269214444444
XKR7	343702	0.614621564916249	0.274338088111111
		0.614626482182608	0.1290186705
		0.614626482182608	0.371407941888889
ANKRD49	54851	0.614997257789949	0.556310717666667
		0.614997257789949	0.733867768222222
TSPAN12	23554	0.614997589964336	-0.228066307833334
SYNC	81493	0.615096308940236	0.228429516388887
		0.615150398112282	-0.407355575666666
CRTC3	64784	0.615236889960868	0.446414404
LOC284379	284379	0.6153859576147	0.239398670055556
DNASE1L3	1776	0.615440361094935	0.376469443111112
FABP5P3///FABP5	220832///2171	0.615440361094935	-0.481541521166666
ADGRE5	976	0.615440361094935	0.326695302222223
UBE2M	9040	0.615449546251227	0.272606178555556
OR1L4	254973	0.615545512722098	-0.2061789855
GNB4	59345	0.615545512722098	-0.286550448055552
FGA	2243	0.615545512722098	0.145207787055554
MGAT5B	146664	0.615754263074538	-0.250666087722224
		0.615754263074538	0.210365635166666
RC3H2	54542	0.615874709090941	-0.271031013944445
		0.615893076577731	-0.300065681944442
		0.615893076577731	-0.192770959277778
MIR204	406987	0.615893076577731	0.216688942777778
LMO4	8543	0.61598835569029	-0.454422143666666
PCDHA8	56140	0.616006800236342	0.372435445555556
FKBP5///LOC285847///FKBP5	2289///285847///2289	0.616024112919575	0.452851550888889
RECK	8434	0.616024112919575	-0.403503210722223
		0.616053743472515	0.5086047545
		0.6161422980162	0.38359077888889
SLC25A43	203427	0.6161422980162	0.355359140500003
GDI1	2664	0.6161422980162	0.279529547277779
MFSD7	84179	0.61616710184835	-0.257538644055556
SMDT1	91689	0.616179924946359	-0.240279772500001
		0.616197253151058	-0.370274069111111
PHYHIP	9796	0.616197253151058	-0.248039898944444
S100A7L2	645922	0.616197253151058	-0.169962154777779
		0.616295341405024	0.318107233000001
FDX1	2230	0.616348652601648	-0.293401792388889
		0.616348652601648	-0.753461096
TET1	80312	0.616657525587123	0.329284537555555
SNORD114-26	767606	0.616657525587123	-0.336222939444444
IQSEC3	440073	0.616657525587123	-0.538558174888887
		0.616657525587123	-0.26169505938889
		0.616794897586505	-0.261510219111113
ZNF341	84905	0.616814754077827	-0.219847719888889
		0.616854802521869	0.354434788888888
		0.616925982665845	0.194954785055556
		0.616925982665845	0.26832444111111
		0.61696395415296	0.33224693638889
ANKRD35	148741	0.617108015407386	-0.217954648611111
SPATA13	221178	0.617108015407386	0.283560065333333
TTTY14	83869	0.617142297758436	-0.340785502055556
		0.617391325872837	0.108405148777778
		0.617391325872837	0.574211974999999
		0.617391325872837	-0.593875365666668
		0.617391325872837	-0.292379134944444
TREML3P	340206	0.617391325872837	0.393092541055555
OR6C4	341418	0.617418029441622	0.430441948722221
		0.617418029441622	-0.173327335111111
		0.617418029441622	0.259561042999999
SNORD115-3	100033440	0.617418029441622	-0.133492426611111
		0.617658637838334	-0.282183499055552
		0.617664770609354	0.447040629499999
AMIGO2	347902	0.617697508012853	-0.303945359833333
OGFOD3	79701	0.617697508012853	-0.234284415666668
		0.617701597012975	-0.352177229666667
		0.617701597012975	0.161075254555555
		0.617803733553268	0.448436334222222
GM140	100287948	0.617829319553509	0.27244336588889
FRA10AC1	118924	0.617829319553509	-0.362081648444446
		0.617847160823092	0.327365238333334
		0.617877325695716	0.27125076138889
SPEF2	79925	0.617892981742484	-0.21953937411111
SUSD5	26032	0.617977409306135	0.243508471055558
		0.617981892178341	0.398029764666664
RXFP1	59350	0.617996127621776	0.624920853055557
		0.618003763793238	-0.136048054333334
DQX1	165545	0.618255224394277	0.196675155444446
INTS6	26512	0.618255224394277	0.343498661333333
CHRNG	1146	0.618255224394277	-0.232679279833332
HOXC9	3225	0.618255224394277	-0.234195780111111
FAM186B	84070	0.618255224394277	-0.186577120388889
NAT16	375607	0.618255224394277	0.213156136333332
RAB7A	7879	0.618255224394277	0.862652472777778
		0.618264629354988	0.501648085333334
		0.618317284142255	-0.393767033444445
MYLIP	29116	0.618318470313697	0.441498657722221
LINC00680	106660612	0.618386096087713	-0.265489338166664
		0.618386096087713	0.272141589777778
		0.618386096087713	0.593088181499999
		0.618386096087713	-0.37512644411111
TBC1D24	57465	0.618386096087713	0.213395701944445
		0.618386096087713	0.212822019166667
FAH	2184	0.618386096087713	0.38667279466667
UPK3BL///POLR2J3///POLR2J2///POLR2J4	100134938///548644///246721///84820	0.618386096087713	-0.531190034611109
FUNDC1	139341	0.618386096087713	-0.281009471388888
		0.61847565680366	-0.280368598055555
		0.61847565680366	0.403234094833334
FCHSD1	89848	0.618491351553119	-0.296767258277779
		0.618491351553119	-0.231909201444445
RPS3A	6189	0.618491351553119	-0.485977418111112
		0.618491351553119	-0.644077865055555
NDUFS4	4724	0.618491351553119	-0.313239610055555
		0.618491351553119	-0.230088484833333
DPY19L4	286148	0.618507877062611	-0.351768609833335
TAS2R13	50838	0.618566917825443	-0.396049997333334
GALM	130589	0.618566917825443	0.38509227638889
		0.618566917825443	0.398497025388889
GAN	8139	0.618566917825443	0.224236031888891
RNF144A	9781	0.618566917825443	-0.347974314888889
CACNA1A	773	0.618566917825443	0.174487469166666
CCDC130	81576	0.618566917825443	0.339088568499999
GPATCH4	54865	0.618566917825443	0.228508951888888
PMS2P3	5387	0.618566917825443	0.310174960555555
		0.618566917825443	-0.378111158888891
		0.618566917825443	-0.406688410777779
		0.618566917825443	0.360109956111112
PTMA///PTMA	5757///5757	0.618566917825443	0.467566368444446
SVBP	374969	0.618601477994945	0.565528789444445
		0.61896635302828	-0.532952639722223
FCMR	9214	0.61896635302828	-0.347394158777777
		0.618990396655205	-0.393347282055556
MS4A5	64232	0.618990396655205	0.176200642388888
		0.618990396655205	-0.251881442500001
		0.618990396655205	0.330431302555556
C7orf34	135927	0.618990396655205	0.289700477333334
		0.618990396655205	-0.138968361722223
ERP44	23071	0.619101070608289	0.301601297611114
GYPC	2995	0.619101070608289	-0.366350274611112
		0.619101070608289	0.192065154055555
		0.61911340760109	-0.199661137611112
C1QTNF6	114904	0.61911340760109	-0.25915875738889
		0.61911340760109	0.280880979111112
		0.61911340760109	-0.224589908944444
CEACAM4	1089	0.619339616236625	-0.308552001222223
GINS4	84296	0.61935549049798	0.261970976166667
CTCF	10664	0.619379991906042	0.267722530444445
PKDCC	91461	0.619446423131105	0.22750499066667
RGS10	6001	0.619595923042948	0.369045866555555
		0.619599939643506	0.378290977722223
PBX2///PBX2P1	5089///5088	0.619599939643506	0.321003064166668
SPATA19	219938	0.619657831520447	-0.298797418833334
ATAD1	84896	0.619707255098541	-0.268010661777778
		0.619761637420172	-0.205457213444444
		0.6197869158184	-0.584128740055555
CISH	1154	0.61989959434996	0.308056414888888
		0.61989959434996	0.542984415777777
NEB	4703	0.620057201827111	0.259757514666668
UPF3A	65110	0.620129509110047	-0.217655118666669
SLC18A3	6572	0.620205408099821	0.240556005277779
CREB3L3	84699	0.620273343599465	0.235970360500001
		0.620319333514067	-0.1370473545
C11orf84	144097	0.620319333514067	0.192711488388889
		0.620327812571342	0.230816907444444
RNF2	6045	0.620379598314377	0.362895669666664
GSTA2	2939	0.620379598314377	-0.215907834166666
ACADVL	37	0.620379598314377	-0.240626717722224
CYTH2	9266	0.620379598314377	-0.195219499944441
LINC00574	80069	0.620379598314377	0.259057332222222
		0.620512990692264	0.309841280611111
RBM15B	29890	0.620755467501019	-0.222245446388888
GID4	79018	0.620998988643513	0.236868656166665
C4orf19	55286	0.620998988643513	0.186122444444445
GUCY1B2	2974	0.621054882240649	-0.171062479111111
		0.621054882240649	0.463152917388888
		0.621059948633857	-0.173094259388889
		0.62107790170799	0.326046983722223
S100A2	6273	0.621095342248244	-0.261403394833333
LYPD6	130574	0.621181708528641	0.193515320888888
CDH12	1010	0.621201766933327	0.190718674666668
CBLN4	140689	0.621237166787344	0.231089787777777
		0.621237166787344	-0.217685608555556
ZNF208	7757	0.621298156964053	-0.43141683888889
		0.621346439554254	0.258045932777778
ENPP2	5168	0.621346439554254	-0.541184732
CSH2	1443	0.621500124640987	-0.27732196388889
		0.621509587021031	0.280027736944445
TREML4	285852	0.621688593139825	0.503055870944444
TWF1	5756	0.621688593139825	0.258065795111114
NAT2	10	0.621688593139825	0.203520291611112
BUB3	9184	0.621688593139825	0.344583414611108
		0.621889688575231	0.304151027722222
		0.62221895513532	-0.44536883811111
MYB///MYB	4602///4602	0.622246050803009	-0.348569173888889
HECTD1	25831	0.622282468249165	-0.188656761222225
MGC24103	158295	0.622383576503429	0.170722339944444
PLCD3	113026	0.62255331278492	0.209365737611113
GID8	54994	0.62255331278492	0.207925574166667
APBA1	320	0.622978657706026	0.276561649333334
		0.622989371707528	-0.460579335722222
		0.622989371707528	-0.250874614444445
RASSF7	8045	0.623009643289353	-0.228488190222222
ZFAND2A	90637	0.623009643289353	-0.245946069166667
		0.623009643289353	0.240177288666667
ELAVL3	1995	0.623050361391893	0.201480395055555
FKBP10	60681	0.623081211565639	-0.233426476222223
UBE3D	90025	0.623081211565639	-0.2649355055
SLURP1	57152	0.623385845257568	0.197391525888889
		0.623385845257568	0.173930402
		0.62343256698186	0.297126004777779
IDH1	3417	0.62343256698186	0.373255301666667
ITPKC	80271	0.623449188397472	0.21241417211111
		0.623515078655448	0.45993501838889
FAM19A5	25817	0.623547761349377	-0.224629224666666
		0.62359849943663	0.211235046888888
		0.623806743922651	-0.292825465166668
YME1L1	10730	0.623812329523533	0.18669257233333
		0.623818867891325	-0.207175630111112
BRINP2	57795	0.62408717114448	0.261993531833334
SCN2A	6326	0.62408717114448	0.385740554277778
SMUG1	23583	0.624108672429685	-0.267475168055554
MED23	9439	0.624177488367051	0.17098782161111
		0.624177488367051	0.359790992500001
		0.62421407531996	0.374790770833332
MORN3	283385	0.624226379874073	-0.234148408833331
EIF4E3	317649	0.624237302629766	-0.58780536188889
		0.624298815839638	0.317050337944444
		0.624298815839638	-0.354945319055556
FXYD1	5348	0.624324276265852	-0.299079270722225
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	102724862///102723859///101060389///101060376///101060351///101060321///729877///729873///440452///414060///414059///84218	0.624395942280611	0.374990056444444
		0.624395942280611	-0.655281814833333
SELT	51714	0.624395942280611	0.276054982666667
		0.624395942280611	-0.495664725333331
MANF	7873	0.624558479343464	-0.284421256055555
DDI1	414301	0.624700766734622	-0.202569079722223
CIR1	9541	0.624818229841187	-0.354395497277777
		0.624818229841187	0.33727184666667
		0.624818229841187	0.333656012111111
		0.624818229841187	0.350817156055557
SEPT4	5414	0.624820781448788	-0.243364437611111
		0.625050252845275	0.375759884555555
		0.625307423165356	-0.241940513888887
HRC	3270	0.625402556739103	-0.217128732833333
XIRP2	129446	0.625402556739103	-0.289761239222222
		0.625402556739103	0.164420371555555
ASAH2B///ASAH2	653308///56624	0.625402556739103	0.422943750166667
		0.62562258450248	0.59808146361111
EMC10	284361	0.62562258450248	-0.243777003444445
		0.62566152892805	0.887621752777778
		0.625672084613733	-0.541848998555555
		0.625672084613733	-0.263219983722222
LRCH3	84859	0.625672084613733	-0.189265345999998
EPC2	26122	0.625798786461847	0.333341291000004
HTATIP2	10553	0.625798786461847	-0.358287633611109
ZFP41	286128	0.62592699542233	-0.19379361188889
LEMD3	23592	0.62592699542233	-0.211219175166667
ADRB1	153	0.62592699542233	0.311425045722222
ARL15	54622	0.62592699542233	-0.371740635166669
LAP3	51056	0.62592699542233	0.289024560388887
		0.62592699542233	0.430904981833333
MT1P3	140851	0.62592699542233	-0.306406833833335
		0.62592699542233	0.341328696499999
CARD17///CARD17	440068///440068	0.62592699542233	0.361401095111111
TUBA1B	10376	0.62592699542233	0.221949182499998
		0.626047148728797	0.281397132277779
		0.626047148728797	-0.123723042166666
		0.62615179055294	0.325317874833331
		0.62615179055294	-0.318655933888889
		0.62615179055294	-0.192862525611111
SPATC1L	84221	0.626172520675881	-0.317793553333332
FBLN5	10516	0.626180838708473	-0.326255705388887
		0.626180838708473	-0.205451076611111
LOC102725104///ANKRD20A12P///ANKRD20A8P///ANKRD20A5P	102725104///100874392///729171///440482	0.626180838708473	0.72672661138889
		0.626351189931753	0.136785439666666
TIMM17B	10245	0.626360445508195	0.293089058055558
		0.626392403182571	0.295009652500003
PPP2R3B	28227	0.626413303560359	0.453703098277778
RPL36A-HNRNPH2///RPL36A	100529097///6173	0.626413303560359	-0.301579379444444
OR2A42///OR2A1///OR2A14	402317///346528///135941	0.626582366550918	-0.521090486444447
		0.626762385935682	-0.234143535222222
NRG3	10718	0.626762385935682	0.198121946833333
KCNQ4	9132	0.626788206127175	0.211715262444445
		0.626788206127175	0.251814220555554
CCDC177	56936	0.626825544205951	-0.223425482722222
		0.626955750207236	0.169990015222222
SCGB1D1	10648	0.626960317391923	-0.287724190666667
		0.626960317391923	0.166803649888889
MTUS2-AS1	100874107	0.627259103912091	0.192319282888888
		0.627259103912091	0.251200569166663
STARD8	9754	0.627267604820613	0.372167511
USP22	23326	0.627267604820613	-0.206248039722224
		0.627382347024142	-0.201112599166666
		0.627395408502012	-0.472692860444446
ZIC5	85416	0.627395408502012	0.228502603777778
RBM17	84991	0.627395408502012	-0.401688097388889
ANXA9	8416	0.627445854596849	0.26313710177778
SPATA41	388182	0.627512231124831	0.301148911055556
ARV1///ARV1	64801///64801	0.627512231124831	0.519743799166668
STC1	6781	0.627512231124831	0.216130909166666
SOD2	6648	0.627721165093058	-0.49658238811111
		0.627806781700955	0.133859019
		0.627806781700955	-0.179738206333334
USP32P1	162632	0.627853575015428	-0.874922079999999
ZNF700	90592	0.628021614382356	0.353692294666665
MPV17	4358	0.628021614382356	0.395525471444447
TLX3	30012	0.628025971753205	0.257494446222222
ATRAID	51374	0.628025971753205	0.407412883777781
		0.628025971753205	-0.244634829444443
		0.628144849914919	-0.407967211444444
		0.628226329714105	0.322461800111113
LINC00115	79854	0.628226329714105	-0.257414469888888
		0.628367036030394	-0.138660945055556
FHOD1	29109	0.62857716425179	-0.197220214277777
		0.628787206187788	-0.33761355361111
		0.628826627965971	-0.278940452888886
FAM89B	23625	0.628826627965971	0.300201917888889
RPS14P3	644068	0.628826627965971	-0.313532424166666
		0.628826627965971	0.351864227277778
		0.628826627965971	-0.358918526111111
TOMM6///PRICKLE4	100188893///29964	0.628860800349014	-0.313489469666667
DHTKD1	55526	0.628860800349014	0.198335151111114
KIFC2	90990	0.628872396833385	0.236797764277776
SCN8A	6334	0.628876879512494	-0.23011015
TBX19	9095	0.628896423668212	-0.276667050444445
CNKSR2	22866	0.628912407951383	0.374987515277778
		0.629004857711131	-0.463551454499997
GRIA1	2890	0.629017420340595	0.25472860961111
		0.629086008923855	0.802586321000001
GABRA3	2556	0.629165419762424	0.191841571777778
LINC01296	642477	0.629434232260113	0.468379310777779
		0.629434232260113	0.476342182666667
MAD2L1	4085	0.629442222370073	0.400327397500003
LHX3	8022	0.629448640937448	0.196810800444447
C14orf105	55195	0.629448640937448	-0.160169918722222
RNA28S5///RNA18S5///RNA5-8S5	100008589///100008588///100008587	0.629448640937448	-0.094032459999994
		0.629511297859481	-0.383345075
ZNF415	55786	0.629722424987446	-0.463628098499999
RFESD	317671	0.629859792072736	0.492665047888889
PRR19	284338	0.629998049584717	0.221823981555555
CDX4	1046	0.629998049584717	-0.215567639388889
		0.629998049584717	-0.194597364222223
		0.63002973931209	-0.341793699555555
TSPY10///TSPY4///TSPY3///TSPY2///TSPY1	100289087///728395///728137///64591///7258	0.630039454907676	0.287314026277778
		0.630039454907676	-0.222530623999999
		0.630039454907676	0.289006363166666
UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10	54659///54658///54657///54600///54579///54578///54577///54576///54575	0.630039454907676	0.144366218222223
MIR103A2	406896	0.630039454907676	-0.396145229722224
SEMA4D	10507	0.630039454907676	0.200950116777777
		0.630039454907676	-0.149114115388889
CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1	644019///445571///220869///150472///55871///644019///445571///220869///55871	0.630039454907676	0.543248418666666
PCSK9	255738	0.630237358930859	0.192773490222222
NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14	101929780///101060226///100288142///100132406///728841///400818///284565///200030///149013///84224///55672///25832	0.630237358930859	-0.487614479388888
		0.630292820974856	-0.6237122725
MYH7B	57644	0.630390156740272	0.159101997777777
		0.630397548601018	-0.113602470166667
		0.630410849177268	-0.700707105777777
KCTD6	200845	0.630449110815959	-0.341513894944446
SLC35A2	7355	0.630591946395885	0.254595349222224
		0.630756101992404	0.416307585388892
		0.630811270074068	-0.51226302211111
ERMN	57471	0.630852567629488	0.400523332111113
		0.630852567629488	-0.125837740722222
NEUROG2	63973	0.630852567629488	-0.253162713722222
MUC12	10071	0.630876572367535	0.163018903777778
CD300LF	146722	0.630876572367535	0.314114856944443
E4F1	1877	0.630876572367535	0.164407898388887
LOC440792	440792	0.630888657712624	0.305818428333334
SMYD5	10322	0.63093727727057	0.229287904222222
		0.630951373894265	-0.231838469222223
CBSL///CBS	102724560///875	0.630988556352531	0.20437511188889
OXLD1	339229	0.631060526954635	-0.271967752000003
MBTPS1	8720	0.631060526954635	0.195197429944445
MFSD6L	162387	0.631060526954635	-0.312513323722222
NUDT6	11162	0.631100239514379	-0.316958908666666
VN1R10P	387316	0.631100239514379	0.219821619388889
		0.631170121957591	-0.204467615666667
ICOSLG	23308	0.631170121957591	0.249550125833335
		0.631170121957591	0.235138567944445
ZER1	10444	0.631170121957591	-0.213869877000002
		0.631170121957591	-0.410641961388889
ADGRB3	577	0.631170121957591	-0.164984649333334
		0.631170121957591	-0.534620407722223
USP29	57663	0.631170121957591	-0.198247214388889
ISCA1	81689	0.631247451714632	0.585310647777776
		0.631247451714632	-0.466025694666667
CREM	1390	0.631247451714632	0.236633637166667
		0.631247451714632	0.139369007555557
		0.631247451714632	-0.310486554055556
SLFN12	55106	0.631247451714632	-0.478396164611111
NATD1	256302	0.631247451714632	0.287641259277776
		0.631247451714632	0.194999852555556
CUTC	51076	0.631247451714632	-0.330561793333335
HTR1A	3350	0.63133903374118	0.267232081444444
S100A4	6275	0.63133903374118	0.435592182277777
		0.631440402650031	-0.110547357888888
XRN1	54464	0.631440402650031	-0.176335959166664
WISP1	8840	0.631484078763524	0.225816633277778
		0.631484078763524	0.171886377944444
GGT2///GGT8P///GGTLC2///GGT3P///GGT1	728441///645367///91227///2679///2678	0.631509145854879	-0.440652728388889
		0.631509145854879	-0.540875012833332
		0.631509145854879	0.4285258435
		0.631509145854879	0.342539365833333
		0.631509145854879	0.516408672444444
		0.631551837949216	-0.175908857722223
ELF2	1998	0.631652622672034	-0.324464908500002
BAG6	7917	0.631712289296386	1.01909497411111
BDKRB2	624	0.631721363231668	-0.295320697611111
		0.631721363231668	-0.202027448611112
LOC102725104///LOC101059935///ANKRD20A8P	102725104///101059935///729171	0.631721363231668	-0.302142543777777
F11	2160	0.631849879946109	0.220685683166668
BAGE2	85319	0.631849879946109	-0.358652233777779
HPS5	11234	0.631849879946109	-0.294196318944447
LMLN	89782	0.631873191583143	0.521575943722222
		0.632025440269835	0.133981916833333
